symbol,instrument_key,support_date,signal_date,entry_date,entry_price,stop_loss
RELIANCE,NSE_EQ|INE002A01018,2020-01-02,2020-01-02,2020-01-03,730.6,728.85
RELIANCE,NSE_EQ|INE002A01018,2021-03-19,2021-03-19,2021-03-22,987.05,972.08
RELIANCE,NSE_EQ|INE002A01018,2022-05-20,2022-05-20,2022-05-23,1254.2,1240.58
RELIANCE,NSE_EQ|INE002A01018,2024-03-22,2024-03-22,2024-03-26,1445.0,1449.71
RELIANCE,NSE_EQ|INE002A01018,2024-03-27,2024-03-27,2024-03-28,1492.9,1455.37
RVNL,NSE_EQ|INE415G01027,2019-11-01,2019-11-01,2019-11-04,25.6,24.3
RVNL,NSE_EQ|INE415G01027,2020-08-11,2020-08-11,2020-08-12,19.25,19.29
RVNL,NSE_EQ|INE415G01027,2023-07-31,2023-07-31,2023-08-01,125.9,123.16
RVNL,NSE_EQ|INE415G01027,2023-08-09,2023-08-09,2023-08-10,127.5,123.96
RVNL,NSE_EQ|INE415G01027,2023-08-28,2023-08-28,2023-08-29,128.9,124.37
RVNL,NSE_EQ|INE415G01027,2024-05-14,2024-05-14,2024-05-15,275.85,260.86
SAIL,NSE_EQ|INE114A01011,2016-10-20,2016-10-20,2016-10-21,49.45,48.5
SAIL,NSE_EQ|INE114A01011,2017-09-19,2017-09-19,2017-09-20,62.55,61.71
SAIL,NSE_EQ|INE114A01011,2018-06-04,2018-06-04,2018-06-05,74.85,75.19
SBICARD,NSE_EQ|INE018E01016,2023-04-06,2023-04-06,2023-04-10,752.9,741.92
SBILIFE,NSE_EQ|INE123W01016,2018-02-01,2018-02-01,2018-02-02,708.4,691.35
SBILIFE,NSE_EQ|INE123W01016,2019-09-20,2019-09-20,2019-09-23,822.0,803.71
SBILIFE,NSE_EQ|INE123W01016,2021-01-27,2021-01-27,2021-01-28,883.0,879.25
SBILIFE,NSE_EQ|INE123W01016,2021-02-09,2021-02-09,2021-02-10,898.0,882.29
SBILIFE,NSE_EQ|INE123W01016,2023-11-07,2023-11-07,2023-11-08,1342.15,1324.53
SBILIFE,NSE_EQ|INE123W01016,2024-03-28,2024-03-28,2024-04-01,1498.0,1483.68
SBIN,NSE_EQ|INE062A01020,2015-11-16,2015-11-16,2015-11-17,250.0,241.73
SBIN,NSE_EQ|INE062A01020,2016-10-18,2016-10-18,2016-10-19,258.0,253.59
SBIN,NSE_EQ|INE062A01020,2016-11-09,2016-11-09,2016-11-10,267.0,255.81
SBIN,NSE_EQ|INE062A01020,2017-12-18,2017-12-18,2017-12-19,319.45,313.76
SBIN,NSE_EQ|INE062A01020,2019-05-14,2019-05-14,2019-05-15,316.2,306.97
SBIN,NSE_EQ|INE062A01020,2020-02-13,2020-02-13,2020-02-14,328.1,323.34
SBIN,NSE_EQ|INE062A01020,2020-09-10,2020-09-10,2020-09-11,198.55,197.88
SBIN,NSE_EQ|INE062A01020,2021-01-28,2021-01-28,2021-01-29,285.6,275.2
SBIN,NSE_EQ|INE062A01020,2021-07-23,2021-07-23,2021-07-26,427.8,425.51
SBIN,NSE_EQ|INE062A01020,2021-07-27,2021-07-27,2021-07-28,430.0,426.16
SBIN,NSE_EQ|INE062A01020,2022-10-17,2022-10-17,2022-10-18,547.1,537.99
SBIN,NSE_EQ|INE062A01020,2023-07-03,2023-07-03,2023-07-04,588.2,577.34
SBIN,NSE_EQ|INE062A01020,2024-01-29,2024-01-29,2024-01-30,625.45,622.11
SBIN,NSE_EQ|INE062A01020,2024-06-06,2024-06-06,2024-06-07,819.9,802.61
SBIN,NSE_EQ|INE062A01020,2024-07-03,2024-07-03,2024-07-04,843.0,829.02
SBIN,NSE_EQ|INE062A01020,2024-11-22,2024-11-22,2024-11-25,827.0,807.51
SHRIRAMFIN,NSE_EQ|INE721A01047,2015-03-17,2015-03-17,2015-03-18,229.95,226.57
SHRIRAMFIN,NSE_EQ|INE721A01047,2017-07-31,2017-07-31,2017-08-01,199.95,195.74
SHRIRAMFIN,NSE_EQ|INE721A01047,2019-10-07,2019-10-07,2019-10-09,207.35,200.34
SHRIRAMFIN,NSE_EQ|INE721A01047,2019-10-17,2019-10-17,2019-10-18,206.95,203.01
SHRIRAMFIN,NSE_EQ|INE721A01047,2020-08-13,2020-08-13,2020-08-14,141.6,135.68
SHRIRAMFIN,NSE_EQ|INE721A01047,2020-08-18,2020-08-18,2020-08-19,139.6,136.27
SHRIRAMFIN,NSE_EQ|INE721A01047,2022-09-06,2022-09-06,2022-09-07,275.2,271.34
SHRIRAMFIN,NSE_EQ|INE721A01047,2023-09-29,2023-09-29,2023-10-03,387.6,375.41
SHRIRAMFIN,NSE_EQ|INE721A01047,2023-10-10,2023-10-10,2023-10-11,381.4,375.95
SHRIRAMFIN,NSE_EQ|INE721A01047,2024-07-26,2024-07-26,2024-07-29,594.0,540.02
SIEMENS,NSE_EQ|INE003A01024,2015-06-30,2015-06-30,2015-07-01,1354.0,1343.33
SIEMENS,NSE_EQ|INE003A01024,2018-02-16,2018-02-16,2018-02-19,1265.1,1264.43
SIEMENS,NSE_EQ|INE003A01024,2019-05-16,2019-05-16,2019-05-17,1129.15,1117.08
SIEMENS,NSE_EQ|INE003A01024,2020-01-29,2020-01-29,2020-01-30,1530.0,1514.07
SIEMENS,NSE_EQ|INE003A01024,2020-08-11,2020-08-11,2020-08-12,1154.0,1127.5
SIEMENS,NSE_EQ|INE003A01024,2021-03-19,2021-03-19,2021-03-22,1850.0,1813.67
SIEMENS,NSE_EQ|INE003A01024,2021-12-09,2021-12-09,2021-12-10,2273.8,2247.78
SIEMENS,NSE_EQ|INE003A01024,2022-12-07,2022-12-07,2022-12-08,2910.0,2833.41
SIEMENS,NSE_EQ|INE003A01024,2023-02-03,2023-02-03,2023-02-06,3043.0,2924.79
SIEMENS,NSE_EQ|INE003A01024,2023-07-11,2023-07-11,2023-07-12,3799.8,3682.06
SJVN,NSE_EQ|INE002L01015,2016-08-09,2016-08-09,2016-08-10,28.35,28.28
SJVN,NSE_EQ|INE002L01015,2019-12-17,2019-12-17,2019-12-18,24.9,24.71
SJVN,NSE_EQ|INE002L01015,2020-02-01,2020-02-01,2020-02-03,25.35,25.47
SJVN,NSE_EQ|INE002L01015,2021-03-30,2021-03-30,2021-03-31,27.15,26.16
SONACOMS,NSE_EQ|INE073K01018,2024-03-14,2024-03-14,2024-03-15,639.0,628.75
SONACOMS,NSE_EQ|INE073K01018,2024-08-09,2024-08-09,2024-08-12,670.1,671.47
SONACOMS,NSE_EQ|INE073K01018,2024-08-16,2024-08-16,2024-08-19,693.9,672.06
SRF,NSE_EQ|INE647A01010,2017-11-10,2017-11-10,2017-11-13,344.0,326.54
SRF,NSE_EQ|INE647A01010,2024-07-24,2024-07-24,2024-07-25,2345.0,2360.82
SUNPHARMA,NSE_EQ|INE044A01036,2017-11-21,2017-11-21,2017-11-22,539.75,527.4
SUNPHARMA,NSE_EQ|INE044A01036,2018-02-08,2018-02-08,2018-02-09,570.1,560.45
SUNPHARMA,NSE_EQ|INE044A01036,2019-04-23,2019-04-23,2019-04-24,469.1,456.79
SUNPHARMA,NSE_EQ|INE044A01036,2020-09-18,2020-09-18,2020-09-21,523.8,515.97
SUNPHARMA,NSE_EQ|INE044A01036,2021-01-25,2021-01-25,2021-01-27,585.9,575.5
SUNPHARMA,NSE_EQ|INE044A01036,2021-04-01,2021-04-01,2021-04-05,611.7,607.47
SUNPHARMA,NSE_EQ|INE044A01036,2021-04-06,2021-04-06,2021-04-07,621.0,609.26
SUNPHARMA,NSE_EQ|INE044A01036,2021-07-01,2021-07-01,2021-07-02,685.5,679.03
SUNPHARMA,NSE_EQ|INE044A01036,2021-09-28,2021-09-28,2021-09-29,784.0,771.81
TATACOMM,NSE_EQ|INE151A01013,2015-07-30,2015-07-30,2015-07-31,454.0,439.03
TATACOMM,NSE_EQ|INE151A01013,2018-12-27,2018-12-27,2018-12-28,521.0,513.81
TATACOMM,NSE_EQ|INE151A01013,2019-01-03,2019-01-03,2019-01-04,537.0,521.85
TATACOMM,NSE_EQ|INE151A01013,2020-10-08,2020-10-08,2020-10-09,867.0,858.41
TATACOMM,NSE_EQ|INE151A01013,2020-12-22,2020-12-22,2020-12-23,1007.0,1000.45
TATACOMM,NSE_EQ|INE151A01013,2022-12-19,2022-12-19,2022-12-20,1313.0,1283.97
TATACOMM,NSE_EQ|INE151A01013,2024-01-12,2024-01-12,2024-01-15,1754.9,1725.44
TATACOMM,NSE_EQ|INE151A01013,2024-01-18,2024-01-18,2024-01-19,1800.05,1728.68
TATACOMM,NSE_EQ|INE151A01013,2024-02-08,2024-02-08,2024-02-09,1770.95,1734.69
TATACONSUM,NSE_EQ|INE192A01025,2016-09-16,2016-09-16,2016-09-19,139.85,137.94
TATACONSUM,NSE_EQ|INE192A01025,2016-09-23,2016-09-23,2016-09-26,143.45,138.81
TATACONSUM,NSE_EQ|INE192A01025,2017-08-11,2017-08-11,2017-08-14,166.0,162.69
TATACONSUM,NSE_EQ|INE192A01025,2017-10-24,2017-10-24,2017-10-25,211.0,204.34
TATACONSUM,NSE_EQ|INE192A01025,2017-10-26,2017-10-26,2017-10-27,211.3,204.9
TATACONSUM,NSE_EQ|INE192A01025,2019-09-20,2019-09-20,2019-09-23,266.0,262.11
TATACONSUM,NSE_EQ|INE192A01025,2021-10-13,2021-10-13,2021-10-14,859.95,840.95
TATACONSUM,NSE_EQ|INE192A01025,2024-09-09,2024-09-09,2024-09-10,1200.0,1188.9
TATAPOWER,NSE_EQ|INE245A01021,2017-04-12,2017-04-12,2017-04-13,84.7,84.87
TATAPOWER,NSE_EQ|INE245A01021,2018-12-27,2018-12-27,2018-12-28,77.15,76.71
TATAPOWER,NSE_EQ|INE245A01021,2019-10-23,2019-10-23,2019-10-24,61.5,59.66
TATAPOWER,NSE_EQ|INE245A01021,2021-01-28,2021-01-28,2021-01-29,78.55,76.32
TATAPOWER,NSE_EQ|INE245A01021,2021-02-01,2021-02-01,2021-02-02,81.5,77.03
TATAPOWER,NSE_EQ|INE245A01021,2024-03-14,2024-03-14,2024-03-15,384.45,377.52
TATAPOWER,NSE_EQ|INE245A01021,2024-03-18,2024-03-18,2024-03-19,392.15,378.81
TATAPOWER,NSE_EQ|INE245A01021,2024-05-14,2024-05-14,2024-05-15,433.8,416.41
TATASTEEL,NSE_EQ|INE081A01020,2016-05-31,2016-05-31,2016-06-01,33.6,33.06
TATASTEEL,NSE_EQ|INE081A01020,2016-09-14,2016-09-14,2016-09-15,37.4,37.29
TATASTEEL,NSE_EQ|INE081A01020,2016-09-28,2016-09-28,2016-09-29,38.35,37.43
TATASTEEL,NSE_EQ|INE081A01020,2019-04-26,2019-04-26,2019-04-30,54.3,52.33
TATASTEEL,NSE_EQ|INE081A01020,2024-01-24,2024-01-24,2024-01-25,136.5,132.78
TATASTEEL,NSE_EQ|INE081A01020,2024-03-18,2024-03-18,2024-03-19,149.0,142.07
TATASTEEL,NSE_EQ|INE081A01020,2024-05-31,2024-05-31,2024-06-03,173.25,165.67
TATASTEEL,NSE_EQ|INE081A01020,2024-06-05,2024-06-05,2024-06-06,170.0,166.37
TATATECH,NSE_EQ|INE142M01025,2024-10-10,2024-10-10,2024-10-11,1064.7,1059.2
TCS,NSE_EQ|INE467B01029,2015-03-19,2015-03-19,2015-03-20,1298.0,1290.8
TCS,NSE_EQ|INE467B01029,2015-09-24,2015-09-24,2015-09-28,1297.0,1286.77
TCS,NSE_EQ|INE467B01029,2017-09-25,2017-09-25,2017-09-26,1255.0,1247.48
TCS,NSE_EQ|INE467B01029,2018-10-05,2018-10-05,2018-10-08,2102.65,2060.07
TCS,NSE_EQ|INE467B01029,2020-08-31,2020-08-31,2020-09-01,2269.0,2237.45
TCS,NSE_EQ|INE467B01029,2021-04-15,2021-04-15,2021-04-16,3229.0,3105.34
TCS,NSE_EQ|INE467B01029,2022-02-18,2022-02-18,2022-02-21,3810.0,3787.13
TCS,NSE_EQ|INE467B01029,2023-06-12,2023-06-12,2023-06-13,3260.0,3236.99
TECHM,NSE_EQ|INE669C01036,2015-11-02,2015-11-02,2015-11-03,558.3,546.7
TECHM,NSE_EQ|INE669C01036,2017-01-09,2017-01-09,2017-01-10,474.35,467.89
TECHM,NSE_EQ|INE669C01036,2017-01-11,2017-01-11,2017-01-12,475.0,469.23
TECHM,NSE_EQ|INE669C01036,2018-12-27,2018-12-27,2018-12-28,710.0,701.1
TECHM,NSE_EQ|INE669C01036,2020-11-20,2020-11-20,2020-11-23,838.0,825.86
TECHM,NSE_EQ|INE669C01036,2021-10-18,2021-10-18,2021-10-19,1498.0,1432.07
TECHM,NSE_EQ|INE669C01036,2024-10-01,2024-10-01,2024-10-03,1615.0,1591.11
TECHM,NSE_EQ|INE669C01036,2024-11-06,2024-11-06,2024-11-07,1695.0,1645.41
TIINDIA,NSE_EQ|INE974X01010,2018-10-12,2018-10-12,2018-10-15,294.0,282.72
TIINDIA,NSE_EQ|INE974X01010,2019-02-05,2019-02-05,2019-02-06,337.8,334.87
TIINDIA,NSE_EQ|INE974X01010,2019-04-23,2019-04-23,2019-04-24,379.3,374.32
TIINDIA,NSE_EQ|INE974X01010,2020-09-28,2020-09-28,2020-09-29,624.8,594.55
TIINDIA,NSE_EQ|INE974X01010,2021-10-21,2021-10-21,2021-10-22,1397.75,1370.07
TITAN,NSE_EQ|INE280A01028,2015-12-22,2015-12-22,2015-12-23,362.2,359.89
TITAN,NSE_EQ|INE280A01028,2016-09-14,2016-09-14,2016-09-15,417.9,412.5
TITAN,NSE_EQ|INE280A01028,2017-05-10,2017-05-10,2017-05-11,482.15,469.0
TITAN,NSE_EQ|INE280A01028,2017-05-22,2017-05-22,2017-05-23,478.65,475.32
TITAN,NSE_EQ|INE280A01028,2017-10-12,2017-10-12,2017-10-13,625.0,616.18
TITAN,NSE_EQ|INE280A01028,2019-05-09,2019-05-09,2019-05-10,1108.0,1102.76
TITAN,NSE_EQ|INE280A01028,2020-02-03,2020-02-03,2020-02-04,1195.0,1179.12
TITAN,NSE_EQ|INE280A01028,2021-02-01,2021-02-01,2021-02-02,1515.0,1488.53
TITAN,NSE_EQ|INE280A01028,2021-07-22,2021-07-22,2021-07-23,1714.65,1693.5
TITAN,NSE_EQ|INE280A01028,2021-07-26,2021-07-26,2021-07-27,1733.0,1701.79
TITAN,NSE_EQ|INE280A01028,2022-04-26,2022-04-26,2022-04-27,2528.65,2519.24
TITAN,NSE_EQ|INE280A01028,2022-09-30,2022-09-30,2022-10-03,2625.0,2545.31
TORNTPHARM,NSE_EQ|INE685A01028,2017-04-28,2017-04-28,2017-05-02,715.85,708.57
TORNTPHARM,NSE_EQ|INE685A01028,2017-07-31,2017-07-31,2017-08-01,655.0,621.36
TORNTPHARM,NSE_EQ|INE685A01028,2017-08-16,2017-08-16,2017-08-17,661.5,627.13
TORNTPHARM,NSE_EQ|INE685A01028,2019-02-04,2019-02-04,2019-02-05,916.3,904.58
TORNTPHARM,NSE_EQ|INE685A01028,2019-04-09,2019-04-09,2019-04-10,933.0,913.12
TORNTPHARM,NSE_EQ|INE685A01028,2019-11-25,2019-11-25,2019-11-26,882.5,862.5
TORNTPHARM,NSE_EQ|INE685A01028,2020-09-30,2020-09-30,2020-10-01,1412.55,1394.92
TORNTPHARM,NSE_EQ|INE685A01028,2020-10-05,2020-10-05,2020-10-06,1415.15,1397.74
TORNTPHARM,NSE_EQ|INE685A01028,2021-01-19,2021-01-19,2021-01-20,1381.0,1360.25
TORNTPHARM,NSE_EQ|INE685A01028,2021-01-21,2021-01-21,2021-01-22,1372.0,1361.71
TORNTPHARM,NSE_EQ|INE685A01028,2021-05-05,2021-05-05,2021-05-06,1317.0,1252.92
TORNTPHARM,NSE_EQ|INE685A01028,2021-10-01,2021-10-01,2021-10-04,1540.25,1536.98
TORNTPHARM,NSE_EQ|INE685A01028,2022-09-22,2022-09-22,2022-09-23,1532.0,1522.03
TORNTPHARM,NSE_EQ|INE685A01028,2022-09-29,2022-09-29,2022-09-30,1548.9,1526.33
TORNTPHARM,NSE_EQ|INE685A01028,2024-10-03,2024-10-03,2024-10-04,3404.95,3384.16
TORNTPOWER,NSE_EQ|INE813H01021,2016-09-21,2016-09-21,2016-09-22,187.5,179.7
TORNTPOWER,NSE_EQ|INE813H01021,2016-10-05,2016-10-05,2016-10-06,184.2,182.23
TORNTPOWER,NSE_EQ|INE813H01021,2017-03-16,2017-03-16,2017-03-17,204.0,198.73
TORNTPOWER,NSE_EQ|INE813H01021,2017-10-12,2017-10-12,2017-10-13,227.35,214.85
TORNTPOWER,NSE_EQ|INE813H01021,2019-01-03,2019-01-03,2019-01-04,264.0,259.37
TORNTPOWER,NSE_EQ|INE813H01021,2019-04-26,2019-04-26,2019-04-30,253.15,253.72
TORNTPOWER,NSE_EQ|INE813H01021,2020-03-02,2020-03-02,2020-03-03,318.0,307.88
TORNTPOWER,NSE_EQ|INE813H01021,2020-09-01,2020-09-01,2020-09-02,343.45,333.13
TORNTPOWER,NSE_EQ|INE813H01021,2021-04-16,2021-04-16,2021-04-19,404.95,397.29
TORNTPOWER,NSE_EQ|INE813H01021,2021-08-04,2021-08-04,2021-08-05,475.0,463.92
TORNTPOWER,NSE_EQ|INE813H01021,2023-03-28,2023-03-28,2023-03-29,509.9,493.65
TORNTPOWER,NSE_EQ|INE813H01021,2023-07-26,2023-07-26,2023-07-27,644.0,622.17
TORNTPOWER,NSE_EQ|INE813H01021,2023-10-26,2023-10-26,2023-10-27,733.95,714.06
TORNTPOWER,NSE_EQ|INE813H01021,2024-05-21,2024-05-21,2024-05-22,1432.05,1414.9
TVSMOTOR,NSE_EQ|INE494B01023,2018-10-01,2018-10-01,2018-10-03,564.95,554.22
TVSMOTOR,NSE_EQ|INE494B01023,2021-12-15,2021-12-15,2021-12-16,678.5,671.19
TVSMOTOR,NSE_EQ|INE494B01023,2022-05-13,2022-05-13,2022-05-16,638.8,628.28
TVSMOTOR,NSE_EQ|INE494B01023,2023-03-29,2023-03-29,2023-03-31,1079.2,1066.45
TVSMOTOR,NSE_EQ|INE494B01023,2023-04-24,2023-04-24,2023-04-25,1103.0,1090.49
TVSMOTOR,NSE_EQ|INE494B01023,2023-08-09,2023-08-09,2023-08-10,1342.45,1338.35
UNIONBANK,NSE_EQ|INE692A01016,2021-07-29,2021-07-29,2021-07-30,38.5,37.06
UNIONBANK,NSE_EQ|INE692A01016,2022-12-26,2022-12-26,2022-12-27,83.25,73.05
UNIONBANK,NSE_EQ|INE692A01016,2023-09-13,2023-09-13,2023-09-14,91.9,88.84
UNIONBANK,NSE_EQ|INE692A01016,2023-10-27,2023-10-27,2023-10-30,101.3,97.17
UNIONBANK,NSE_EQ|INE692A01016,2024-04-25,2024-04-25,2024-04-26,151.5,149.31
UNITDSPR,NSE_EQ|INE854D01024,2017-08-24,2017-08-24,2017-08-28,516.74,510.56
UNITDSPR,NSE_EQ|INE854D01024,2018-12-26,2018-12-26,2018-12-27,623.65,617.46
UNITDSPR,NSE_EQ|INE854D01024,2019-08-02,2019-08-02,2019-08-05,582.0,572.6
UNITDSPR,NSE_EQ|INE854D01024,2019-09-20,2019-09-20,2019-09-23,636.0,596.5
UNITDSPR,NSE_EQ|INE854D01024,2019-10-25,2019-10-25,2019-10-27,631.0,617.78
UNITDSPR,NSE_EQ|INE854D01024,2022-10-12,2022-10-12,2022-10-13,831.25,825.68
UNITDSPR,NSE_EQ|INE854D01024,2022-10-25,2022-10-25,2022-10-27,866.15,834.01
UNITDSPR,NSE_EQ|INE854D01024,2023-10-10,2023-10-10,2023-10-11,1036.7,1019.22
UNITDSPR,NSE_EQ|INE854D01024,2023-12-13,2023-12-13,2023-12-14,1083.85,1052.99
UNITDSPR,NSE_EQ|INE854D01024,2024-02-13,2024-02-13,2024-02-14,1113.0,1091.71
UNITDSPR,NSE_EQ|INE854D01024,2024-04-22,2024-04-22,2024-04-23,1164.0,1141.93
UNITDSPR,NSE_EQ|INE854D01024,2024-06-03,2024-06-03,2024-06-04,1179.05,1173.08
UNITDSPR,NSE_EQ|INE854D01024,2024-10-08,2024-10-08,2024-10-09,1527.0,1499.95
UPL,NSE_EQ|INE628A01036,2015-04-27,2015-04-27,2015-04-28,298.65,287.44
UPL,NSE_EQ|INE628A01036,2016-11-08,2016-11-08,2016-11-09,427.65,453.88
UPL,NSE_EQ|INE628A01036,2017-03-21,2017-03-21,2017-03-22,481.65,479.59
UPL,NSE_EQ|INE628A01036,2017-06-30,2017-06-30,2017-07-03,560.65,556.98
UPL,NSE_EQ|INE628A01036,2018-02-01,2018-02-01,2018-02-02,500.0,504.26
UPL,NSE_EQ|INE628A01036,2019-07-04,2019-07-04,2019-07-05,706.9,654.16
UPL,NSE_EQ|INE628A01036,2021-04-13,2021-04-13,2021-04-15,611.0,595.61
UPL,NSE_EQ|INE628A01036,2024-05-10,2024-05-10,2024-05-13,502.45,481.17
VBL,NSE_EQ|INE200M01039,2019-02-21,2019-02-21,2019-02-22,48.25,46.97
VBL,NSE_EQ|INE200M01039,2019-06-18,2019-06-18,2019-06-19,53.5,53.35
VBL,NSE_EQ|INE200M01039,2019-09-26,2019-09-26,2019-09-27,56.7,55.89
VBL,NSE_EQ|INE200M01039,2019-12-23,2019-12-23,2019-12-24,62.25,61.85
VBL,NSE_EQ|INE200M01039,2020-09-01,2020-09-01,2020-09-02,67.55,64.26
VBL,NSE_EQ|INE200M01039,2021-01-20,2021-01-20,2021-01-21,82.5,79.28
VBL,NSE_EQ|INE200M01039,2021-04-13,2021-04-13,2021-04-15,88.9,87.82
VBL,NSE_EQ|INE200M01039,2021-08-11,2021-08-11,2021-08-12,103.9,101.82
VBL,NSE_EQ|INE200M01039,2022-02-11,2022-02-11,2022-02-14,123.9,119.06
VBL,NSE_EQ|INE200M01039,2022-03-15,2022-03-15,2022-03-16,124.95,122.9
VBL,NSE_EQ|INE200M01039,2022-04-01,2022-04-01,2022-04-04,126.1,124.45
VBL,NSE_EQ|INE200M01039,2022-06-22,2022-06-22,2022-06-23,150.95,146.16
VBL,NSE_EQ|INE200M01039,2022-10-12,2022-10-12,2022-10-13,217.7,211.86
VBL,NSE_EQ|INE200M01039,2023-10-19,2023-10-19,2023-10-20,373.25,366.87
VBL,NSE_EQ|INE200M01039,2024-06-05,2024-06-05,2024-06-06,600.0,585.16
VBL,NSE_EQ|INE200M01039,2024-07-24,2024-07-24,2024-07-25,644.0,624.1
VEDL,NSE_EQ|INE205A01025,2016-09-28,2016-09-28,2016-09-29,154.5,146.67
VEDL,NSE_EQ|INE205A01025,2016-09-30,2016-09-30,2016-10-03,151.85,146.73
VEDL,NSE_EQ|INE205A01025,2017-01-05,2017-01-05,2017-01-06,206.5,200.5
VEDL,NSE_EQ|INE205A01025,2021-07-05,2021-07-05,2021-07-06,251.85,248.28
VEDL,NSE_EQ|INE205A01025,2021-08-24,2021-08-24,2021-08-25,266.0,260.16
VEDL,NSE_EQ|INE205A01025,2022-05-05,2022-05-05,2022-05-06,343.0,381.7
VOLTAS,NSE_EQ|INE226A01021,2015-04-30,2015-04-30,2015-05-04,281.89,278.81
VOLTAS,NSE_EQ|INE226A01021,2015-07-01,2015-07-01,2015-07-02,323.89,316.87
VOLTAS,NSE_EQ|INE226A01021,2015-11-26,2015-11-26,2015-11-27,285.1,273.08
VOLTAS,NSE_EQ|INE226A01021,2016-01-08,2016-01-08,2016-01-11,291.85,291.28
VOLTAS,NSE_EQ|INE226A01021,2016-09-30,2016-09-30,2016-10-03,382.2,374.44
VOLTAS,NSE_EQ|INE226A01021,2017-02-01,2017-02-01,2017-02-02,333.7,327.51
VOLTAS,NSE_EQ|INE226A01021,2019-11-08,2019-11-08,2019-11-11,695.0,670.3
VOLTAS,NSE_EQ|INE226A01021,2020-02-07,2020-02-07,2020-02-10,701.95,681.26
VOLTAS,NSE_EQ|INE226A01021,2021-07-13,2021-07-13,2021-07-14,1039.95,1024.91
VOLTAS,NSE_EQ|INE226A01021,2021-10-25,2021-10-25,2021-10-26,1199.0,1185.3
VOLTAS,NSE_EQ|INE226A01021,2021-12-07,2021-12-07,2021-12-08,1258.75,1234.7
VOLTAS,NSE_EQ|INE226A01021,2022-02-25,2022-02-25,2022-02-28,1235.0,1225.56
VOLTAS,NSE_EQ|INE226A01021,2024-03-07,2024-03-07,2024-03-11,1095.95,1063.22
VOLTAS,NSE_EQ|INE226A01021,2024-03-21,2024-03-21,2024-03-22,1090.0,1068.55
VOLTAS,NSE_EQ|INE226A01021,2024-03-26,2024-03-26,2024-03-27,1110.0,1070.6
WIPRO,NSE_EQ|INE075A01022,2016-08-01,2016-08-01,2016-08-02,104.9,103.76
WIPRO,NSE_EQ|INE075A01022,2017-11-29,2017-11-29,2017-11-30,112.55,110.38
WIPRO,NSE_EQ|INE075A01022,2017-12-20,2017-12-20,2017-12-21,111.2,110.53
WIPRO,NSE_EQ|INE075A01022,2018-10-25,2018-10-25,2018-10-26,119.85,119.01
WIPRO,NSE_EQ|INE075A01022,2024-10-18,2024-10-18,2024-10-21,275.8,266.09
ZYDUSLIFE,NSE_EQ|INE010B01027,2015-06-30,2015-06-30,2015-07-01,362.0,350.86
ZYDUSLIFE,NSE_EQ|INE010B01027,2015-11-17,2015-11-17,2015-11-18,413.1,410.29
ZYDUSLIFE,NSE_EQ|INE010B01027,2016-10-27,2016-10-27,2016-10-28,395.0,388.56
ZYDUSLIFE,NSE_EQ|INE010B01027,2020-07-16,2020-07-16,2020-07-17,362.4,355.42
ZYDUSLIFE,NSE_EQ|INE010B01027,2020-11-11,2020-11-11,2020-11-12,418.4,410.99
ZYDUSLIFE,NSE_EQ|INE010B01027,2023-05-22,2023-05-22,2023-05-23,509.95,503.51
ZYDUSLIFE,NSE_EQ|INE010B01027,2023-09-13,2023-09-13,2023-09-14,648.3,632.75
ZYDUSLIFE,NSE_EQ|INE010B01027,2024-05-02,2024-05-02,2024-05-03,994.45,969.01
